"BewohnerID","Bist du zufrieden mit Somerville?","Wie bewertest du: Die Verfügbarkeit von Informationen über die Dienste der Stadt?","Wie bewertest du: Die Lebenshaltungskosten?","Wie bewertest du: Die Qualität der öffentlichen Schulen?","Wie bewertest du: Dein Vertrauen in die lokale Polizei?","Wie bewertest du: Den Zustand von Straßen und Fußgängerwegen","Wie bewertest du: Die Verfügbarkeit von Events in der Stadt","Geschlecht","Alter","Beschreibe deinen Besitzstatus für deine Behausung","Wie sicher fühlst du dich beim Überqueren einer Straße in Somerville?","Wie zufrieden bist du mit dem Zustand deiner Behausung?","Geschlecht_weiblich","Eigenheim_numerisch","Alter_numerisch","Zufriedenheit_string"
10235,"1",5,2,5,3,5,5,"Männlich","75+","Ich miete",10,10,0,0,80,"Zufrieden"
10236,"1",5,2,3,2,3,5,"Weiblich","25-34","Ich miete",5,8,1,0,30,"Zufrieden"
10237,"0",3,1,3,3,3,3,"Weiblich","35-44","Ich miete",4,4,1,0,40,"Unzufrieden"
10238,"1",5,1,3,3,2,2,"Weiblich","25-34","Ich miete",8,6,1,0,30,"Zufrieden"
10239,"1",5,3,3,3,4,3,"Weiblich","18-24","Ich miete",10,9,1,0,20,"Zufrieden"
10240,"1",5,3,4,4,4,4,"Männlich","65-74","Ich besitze",6,8,0,1,70,"Zufrieden"
10241,"0",4,5,3,4,5,4,"Weiblich","25-34","Ich miete",8,9,1,0,30,"Unzufrieden"
10242,"1",3,1,3,3,3,2,"Weiblich","65-74","Ich besitze",4,9,1,1,70,"Zufrieden"
10243,"1",4,2,3,1,2,2,"Weiblich","25-34","Ich miete",6,8,1,0,30,"Zufrieden"
10244,"1",4,1,3,1,2,4,"Nonbinary","25-34","Ich miete",7,6,1,0,30,"Zufrieden"
10245,"0",3,3,2,5,2,3,"Weiblich","55-64","Ich besitze",7,10,1,1,60,"Unzufrieden"
10247,"0",4,2,4,3,2,4,"Männlich","45-54","Ich besitze",9,7,0,1,50,"Unzufrieden"
10248,"1",3,2,3,3,3,3,"Weiblich","45-54","Ich besitze",6,9,1,1,50,"Zufrieden"
10250,"1",5,1,3,3,2,3,"Weiblich","25-34","Ich miete",7,8,1,0,30,"Zufrieden"
10251,"0",5,2,3,4,1,5,"Männlich","45-54","Ich miete",5,3,0,0,50,"Unzufrieden"
10252,"1",4,3,3,3,3,4,"Weiblich","25-34","Ich miete",10,5,1,0,30,"Zufrieden"
10253,"1",4,2,4,3,2,3,"Weiblich","35-44","Ich besitze",7,7,1,1,40,"Zufrieden"
10254,"1",4,2,3,2,3,3,"Weiblich","25-34","Ich miete",5,8,1,0,30,"Zufrieden"
10255,"0",4,1,3,2,2,3,"Männlich","18-24","Ich miete",8,6,0,0,20,"Unzufrieden"
10256,"1",5,1,4,3,3,5,"Männlich","65-74","Ich besitze",2,8,0,1,70,"Zufrieden"
10257,"0",2,1,4,3,2,2,"Männlich","55-64","Ich miete",8,6,0,0,60,"Unzufrieden"
10258,"1",4,2,4,1,5,5,"Weiblich","25-34","Ich miete",10,8,1,0,30,"Zufrieden"
10259,"1",4,1,5,2,4,4,"Männlich","25-34","Ich miete",7,9,0,0,30,"Zufrieden"
10260,"0",3,3,2,1,3,3,"Männlich","25-34","Ich miete",9,7,0,0,30,"Unzufrieden"
10261,"0",5,1,3,3,3,4,"Weiblich","35-44","Ich miete",7,7,1,0,40,"Unzufrieden"
10262,"1",3,3,3,3,2,3,"Weiblich","45-54","Ich besitze",7,6,1,1,50,"Zufrieden"
10263,"0",4,4,3,4,1,4,"Weiblich","45-54","Ich besitze",9,9,1,1,50,"Unzufrieden"
10264,"1",4,2,3,4,3,4,"Männlich","45-54","Ich besitze",7,8,0,1,50,"Zufrieden"
10265,"1",3,1,3,2,1,4,"Weiblich","25-34","Ich besitze",1,9,1,1,30,"Zufrieden"
10266,"1",4,3,3,4,4,4,"Männlich","25-34","Ich miete",6,7,0,0,30,"Zufrieden"
10267,"0",3,2,3,3,4,3,"Weiblich","35-44","Ich miete",2,9,1,0,40,"Unzufrieden"
10268,"0",5,2,3,4,3,3,"Weiblich","35-44","Ich besitze",5,8,1,1,40,"Unzufrieden"
10269,"1",4,2,3,3,2,4,"Weiblich","55-64","Ich besitze",10,10,1,1,60,"Zufrieden"
10270,"1",4,2,3,3,4,5,"Weiblich","25-34","Ich miete",10,7,1,0,30,"Zufrieden"
10271,"1",3,2,4,3,4,2,"Weiblich","25-34","Ich miete",3,3,1,0,30,"Zufrieden"
10272,"1",4,1,4,3,4,3,"Weiblich","35-44","Ich besitze",5,9,1,1,40,"Zufrieden"
10273,"1",4,2,3,3,4,2,"Männlich","35-44","Ich besitze",6,8,0,1,40,"Zufrieden"
10274,"1",5,2,5,5,1,5,"Weiblich","55-64","Ich besitze",10,10,1,1,60,"Zufrieden"
10275,"0",5,2,3,2,2,4,"Männlich","35-44","Ich miete",7,4,0,0,40,"Unzufrieden"
10276,"1",5,1,4,5,1,3,"Weiblich","35-44","Ich miete",8,10,1,0,40,"Zufrieden"
10277,"1",2,1,5,5,4,4,"Weiblich","35-44","Ich besitze",6,8,1,1,40,"Zufrieden"
10278,"1",3,1,5,5,4,5,"Weiblich","25-34","Ich miete",10,10,1,0,30,"Zufrieden"
10279,"1",4,1,3,3,2,4,"Männlich","35-44","Ich besitze",6,9,0,1,40,"Zufrieden"
10280,"0",1,1,1,5,2,2,"Weiblich","75+",,10,2,1,0,80,"Unzufrieden"
10281,"0",4,3,3,4,3,3,"Weiblich","25-34","Ich miete",7,4,1,0,30,"Unzufrieden"
10282,"1",4,3,2,4,5,4,"Männlich","45-54","Ich besitze",8,8,0,1,50,"Zufrieden"
10283,"1",4,1,4,4,3,5,"Weiblich","55-64","Ich besitze",7,9,1,1,60,"Zufrieden"
10284,"0",3,1,3,3,1,1,"Männlich","35-44","Ich miete",3,1,0,0,40,"Unzufrieden"
10286,"0",5,3,3,3,4,4,"Männlich","35-44","Ich besitze",4,7,0,1,40,"Unzufrieden"
10287,"1",3,1,3,3,4,4,"Weiblich","18-24","Ich miete",9,9,1,0,20,"Zufrieden"
10288,"0",2,4,4,4,1,2,"Weiblich","75+","Ich besitze",2,5,1,1,80,"Unzufrieden"
10289,"0",2,2,3,3,3,3,"Männlich","45-54","Ich miete",7,9,0,0,50,"Unzufrieden"
10290,"0",5,3,2,4,1,4,"Männlich","65-74","Ich miete",1,9,0,0,70,"Unzufrieden"
10291,"1",4,3,4,5,4,4,"Männlich","55-64","Ich besitze",8,9,0,1,60,"Zufrieden"
10292,"1",3,1,3,2,1,4,"Weiblich","65-74","Ich miete",5,1,1,0,70,"Zufrieden"
10293,"1",5,1,3,3,3,4,"Weiblich","18-24","Ich miete",7,9,1,0,20,"Zufrieden"
10294,"1",5,2,3,2,2,3,"Weiblich","25-34","Ich besitze",1,8,1,1,30,"Zufrieden"
10295,"1",4,3,2,2,4,3,"Männlich","75+","Ich besitze",9,8,0,1,80,"Zufrieden"
10296,"0",5,2,5,3,2,5,"Weiblich","75+","Ich miete",2,10,1,0,80,"Unzufrieden"
10297,"0",2,1,2,1,1,4,"Männlich","35-44","Ich miete",1,5,0,0,40,"Unzufrieden"
10298,"0",3,2,3,4,2,3,"Weiblich","55-64","Ich miete",7,7,1,0,60,"Unzufrieden"
10299,"1",5,3,4,4,4,3,"Männlich","55-64","Ich besitze",9,9,0,1,60,"Zufrieden"
10300,"1",4,2,2,2,4,4,"Männlich","35-44","Ich besitze",7,9,0,1,40,"Zufrieden"
10301,"1",4,1,4,3,3,4,"Weiblich","25-34","Ich miete",8,5,1,0,30,"Zufrieden"
10302,"0",4,1,3,1,3,5,"Weiblich","25-34","Ich miete",7,3,1,0,30,"Unzufrieden"
10303,"0",5,1,4,3,3,2,"Männlich","25-34","Ich miete",10,5,0,0,30,"Unzufrieden"
10304,"1",4,3,3,3,3,3,"Weiblich","55-64","Ich besitze",8,8,1,1,60,"Zufrieden"
10305,"1",4,4,3,4,4,5,"Weiblich","25-34","Ich besitze",8,8,1,1,30,"Zufrieden"
10306,"1",5,3,3,4,4,4,"Weiblich","35-44","Ich besitze",9,9,1,1,40,"Zufrieden"
10307,"1",5,2,3,4,4,2,"Männlich","25-34","Ich miete",7,9,0,0,30,"Zufrieden"
10308,"1",4,2,3,1,1,2,"Männlich","35-44","Ich miete",3,2,0,0,40,"Zufrieden"
10310,"0",3,2,3,5,5,4,"Weiblich","75+","Ich besitze",1,8,1,1,80,"Unzufrieden"
10311,"0",5,3,3,3,2,4,"Männlich","45-54","Ich besitze",4,8,0,1,50,"Unzufrieden"
10312,"1",5,3,3,3,4,5,"Weiblich","55-64","Ich besitze",6,9,1,1,60,"Zufrieden"
10313,"1",4,1,3,2,1,3,"Männlich","35-44","Ich besitze",5,8,0,1,40,"Zufrieden"
10314,"1",5,2,3,4,3,5,"Weiblich","55-64","Ich besitze",2,8,1,1,60,"Zufrieden"
10315,"1",4,3,3,2,4,5,"Weiblich","25-34","Ich miete",7,10,1,0,30,"Zufrieden"
10316,"1",5,2,4,2,5,5,"Männlich","65-74","Ich besitze",7,10,0,1,70,"Zufrieden"
10317,"0",5,2,3,1,3,4,"Weiblich","35-44","Ich miete",8,4,1,0,40,"Unzufrieden"
10318,"1",3,3,3,3,2,3,"Weiblich","65-74","Ich miete",6,8,1,0,70,"Zufrieden"
10319,"1",5,1,3,3,3,4,"Weiblich","25-34","Ich miete",5,10,1,0,30,"Zufrieden"
10320,"0",2,5,3,3,1,4,"Männlich","45-54","Ich besitze",1,10,0,1,50,"Unzufrieden"
10321,"1",4,2,3,4,3,5,"Männlich","35-44","Ich miete",7,7,0,0,40,"Zufrieden"
10322,"1",5,2,4,4,5,5,"Männlich","65-74",,9,3,0,0,70,"Zufrieden"
10323,"0",4,4,3,3,3,4,"Männlich","65-74",,9,9,0,0,70,"Unzufrieden"
10324,"1",4,1,3,4,1,3,"Weiblich","45-54","Ich besitze",3,7,1,1,50,"Zufrieden"
10325,"1",4,2,3,2,3,4,"Weiblich","35-44","Ich besitze",6,10,1,1,40,"Zufrieden"
10326,"1",4,2,4,4,4,4,"Weiblich","45-54","Ich miete",9,9,1,0,50,"Zufrieden"
10327,"0",3,1,3,2,2,2,"Männlich","25-34","Ich miete",3,7,0,0,30,"Unzufrieden"
10328,"1",5,1,5,3,3,5,"Weiblich","65-74","Ich besitze",7,10,1,1,70,"Zufrieden"
10329,"0",3,3,3,2,2,3,"Weiblich","18-24","Ich miete",5,4,1,0,20,"Unzufrieden"
10330,"1",5,2,3,4,3,5,"Weiblich","55-64","Ich besitze",4,10,1,1,60,"Zufrieden"
10331,"0",4,1,3,3,5,4,"Männlich","18-24","Ich miete",6,8,0,0,20,"Unzufrieden"
10333,"0",3,1,3,3,1,3,"Männlich","35-44","Ich miete",3,5,0,0,40,"Unzufrieden"
10334,"1",4,2,3,2,4,3,"Männlich","25-34","Ich miete",2,8,0,0,30,"Zufrieden"
10335,"1",5,4,5,5,5,5,"Weiblich","55-64","Ich besitze",8,10,1,1,60,"Zufrieden"
10336,"0",4,1,3,4,2,4,"Männlich","25-34","Ich miete",10,8,0,0,30,"Unzufrieden"
10337,"1",4,3,4,4,4,3,"Weiblich","35-44","Ich besitze",6,7,1,1,40,"Zufrieden"
10338,"1",5,1,3,3,2,5,"Männlich","65-74","Ich besitze",5,8,0,1,70,"Zufrieden"
10339,"1",4,1,5,5,5,4,"Männlich","35-44","Ich miete",6,8,0,0,40,"Zufrieden"
10340,"1",4,3,3,3,1,5,"Weiblich","35-44","Ich besitze",2,8,1,1,40,"Zufrieden"
10341,"0",4,1,2,4,3,3,"Männlich","18-24",,6,7,0,0,20,"Unzufrieden"
10342,"1",5,4,4,4,4,5,"Männlich","35-44","Ich miete",9,9,0,0,40,"Zufrieden"
10343,"1",4,2,4,4,4,4,"Männlich","65-74","Ich besitze",8,7,0,1,70,"Zufrieden"
10344,"1",5,2,4,4,2,5,"Weiblich","55-64","Ich besitze",6,10,1,1,60,"Zufrieden"
10345,"0",4,3,3,3,4,4,"Männlich","45-54","Ich miete",6,8,0,0,50,"Unzufrieden"
10346,"0",3,2,2,4,3,2,"Weiblich","55-64","Ich besitze",10,6,1,1,60,"Unzufrieden"
10347,"1",4,2,4,3,3,5,"Weiblich","35-44","Ich miete",8,10,1,0,40,"Zufrieden"
10348,"0",2,2,3,4,1,3,"Weiblich","55-64","Ich besitze",6,9,1,1,60,"Unzufrieden"
10349,"0",4,3,4,4,4,3,"Weiblich","35-44","Ich miete",7,7,1,0,40,"Unzufrieden"
10350,"0",4,3,4,5,3,3,"Weiblich","65-74","Ich besitze",8,5,1,1,70,"Unzufrieden"
10351,"1",5,5,5,5,5,5,"Weiblich","65-74","Ich miete",1,9,1,0,70,"Zufrieden"
10352,"1",5,1,4,4,4,4,"Weiblich","75+","Ich besitze",6,9,1,1,80,"Zufrieden"
10353,"0",3,1,2,3,1,3,"Weiblich","45-54","Ich miete",3,6,1,0,50,"Unzufrieden"
10354,"0",4,2,3,3,4,4,"Männlich","35-44","Ich besitze",9,10,0,1,40,"Unzufrieden"
10355,"1",5,2,3,4,2,5,"Männlich","35-44","Ich besitze",9,10,0,1,40,"Zufrieden"
10356,"0",1,1,1,5,1,5,"Weiblich","65-74","Ich besitze",10,10,1,1,70,"Unzufrieden"
10357,"1",4,1,3,3,3,4,"Weiblich","65-74","Ich besitze",5,10,1,1,70,"Zufrieden"
10358,"1",3,4,3,4,2,2,"Weiblich","25-34","Ich besitze",9,9,1,1,30,"Zufrieden"
10359,"0",4,4,3,3,4,2,"Weiblich","55-64","Ich miete",8,3,1,0,60,"Unzufrieden"
10360,"1",5,3,4,3,3,4,"Weiblich","55-64","Ich besitze",6,9,1,1,60,"Zufrieden"
10361,"1",5,2,4,4,3,5,"Weiblich","65-74","Ich besitze",8,8,1,1,70,"Zufrieden"
10362,"0",2,1,1,5,3,1,"Männlich","65-74","Ich besitze",6,5,0,1,70,"Unzufrieden"
10363,"1",4,3,3,4,2,4,"Männlich",,,1,9,0,0,40,"Zufrieden"
10364,"1",5,2,5,3,2,4,"Weiblich","65-74","Ich besitze",9,9,1,1,70,"Zufrieden"
10365,"1",3,1,3,2,4,4,"Männlich","25-34","Ich miete",6,8,0,0,30,"Zufrieden"
10366,"1",5,2,4,4,4,3,"Weiblich","25-34","Ich besitze",8,10,1,1,30,"Zufrieden"
10367,"1",5,3,5,4,4,5,"Weiblich","55-64","Ich besitze",10,10,1,1,60,"Zufrieden"
10368,"0",5,1,3,4,3,3,"Weiblich","35-44","Ich besitze",7,6,1,1,40,"Unzufrieden"
10369,"1",5,2,4,3,3,4,"Weiblich","35-44","Ich miete",6,7,1,0,40,"Zufrieden"
10371,"1",5,5,5,5,5,5,"Weiblich","45-54","Ich miete",10,9,1,0,50,"Zufrieden"
10373,"1",5,3,1,5,1,3,"Weiblich","65-74","Ich besitze",10,10,1,1,70,"Zufrieden"
10374,"0",3,3,1,5,3,3,"Männlich","65-74","Ich besitze",5,10,0,1,70,"Unzufrieden"
10375,"0",1,1,3,5,1,1,"Weiblich","45-54","Ich besitze",10,10,1,1,50,"Unzufrieden"
10376,"0",5,5,2,5,5,5,"Weiblich","35-44","Ich miete",10,10,1,0,40,"Unzufrieden"
10377,"0",4,1,3,3,1,4,"Männlich","35-44","Ich besitze",4,5,0,1,40,"Unzufrieden"
10378,"1",5,2,3,4,5,2,"Männlich","25-34","Ich miete",5,3,0,0,30,"Zufrieden"
10379,"0",4,2,3,3,4,5,"Weiblich","45-54","Ich miete",8,5,1,0,50,"Unzufrieden"
10380,"1",4,3,3,3,3,3,"Weiblich","25-34","Ich miete",6,7,1,0,30,"Zufrieden"
10381,"0",4,1,3,3,2,5,"Weiblich","25-34","Ich miete",6,8,1,0,30,"Unzufrieden"
10382,"1",4,3,3,4,1,5,"Weiblich","35-44",,6,7,1,0,40,"Zufrieden"
10383,"1",5,4,3,5,5,2,"Weiblich","25-34",,9,8,1,0,30,"Zufrieden"
10386,"1",3,2,3,4,5,4,"Männlich","65-74","Ich miete",10,8,0,0,70,"Zufrieden"
10387,"1",4,2,4,3,3,5,"Weiblich","35-44","Ich miete",9,4,1,0,40,"Zufrieden"
10388,"1",3,2,3,4,4,5,"Weiblich","25-34","Ich miete",8,8,1,0,30,"Zufrieden"
10389,"0",3,1,4,4,4,5,,,"Ich miete",6,9,1,0,40,"Unzufrieden"
10390,"0",5,3,3,4,2,3,"Männlich","35-44","Ich miete",7,7,0,0,40,"Unzufrieden"
10391,"0",4,2,4,3,4,4,"Weiblich","65-74","Ich besitze",5,1,1,1,70,"Unzufrieden"
10392,"1",3,2,3,3,1,1,"Weiblich","65-74","Ich miete",2,9,1,0,70,"Zufrieden"
10394,"1",4,4,4,4,2,3,"Weiblich","65-74","Ich miete",8,9,1,0,70,"Zufrieden"
10395,"0",4,1,3,3,4,4,"Weiblich","65-74","Ich miete",9,2,1,0,70,"Unzufrieden"
10397,"1",5,3,4,3,4,4,"Männlich","55-64","Ich miete",8,9,0,0,60,"Zufrieden"
10398,"1",4,1,3,3,3,5,"Weiblich","55-64","Ich besitze",7,9,1,1,60,"Zufrieden"
10399,"0",4,1,3,3,4,3,"Weiblich","35-44","Ich miete",7,2,1,0,40,"Unzufrieden"
10400,"0",3,5,1,5,4,3,"Männlich",,,10,10,0,0,40,"Unzufrieden"
10401,"0",3,2,4,3,1,3,"Weiblich","65-74","Ich miete",6,7,1,0,70,"Unzufrieden"
10402,"0",4,2,3,4,2,4,"Männlich","25-34","Ich besitze",6,7,0,1,30,"Unzufrieden"
10403,"0",4,4,4,3,4,4,"Männlich","55-64","Ich besitze",6,10,0,1,60,"Unzufrieden"
10404,"1",4,2,4,4,4,4,"Weiblich","35-44","Ich besitze",6,7,1,1,40,"Zufrieden"
10405,"1",5,3,3,5,4,4,"Weiblich","65-74","Ich miete",8,1,1,0,70,"Zufrieden"
10406,"0",3,3,3,3,1,3,"Männlich","45-54","Ich besitze",6,2,0,1,50,"Unzufrieden"
10407,"1",3,2,3,3,3,3,"Weiblich",,"Ich miete",8,8,1,0,40,"Zufrieden"
10408,"1",4,1,4,3,3,3,"Weiblich","35-44","Ich besitze",7,7,1,1,40,"Zufrieden"
10409,"0",4,1,4,2,4,5,"Männlich","35-44","Ich miete",7,7,0,0,40,"Unzufrieden"
10410,"1",3,3,4,4,3,3,"Männlich",,"Ich miete",6,8,0,0,40,"Zufrieden"
10411,"0",4,2,3,3,3,4,"Weiblich","25-34","Ich miete",8,7,1,0,30,"Unzufrieden"
10412,"1",4,3,3,2,3,3,"Weiblich","18-24","Ich miete",10,10,1,0,20,"Zufrieden"
10413,"1",5,1,3,4,5,4,"Männlich","25-34","Ich miete",8,8,0,0,30,"Zufrieden"
10414,"0",3,2,4,3,5,5,"Weiblich","25-34","Ich miete",10,9,1,0,30,"Unzufrieden"
10417,"1",4,1,3,4,3,5,"Weiblich","45-54","Ich besitze",10,10,1,1,50,"Zufrieden"
10418,"1",5,4,3,4,4,5,"Weiblich","45-54","Ich miete",4,7,1,0,50,"Zufrieden"
10419,"1",5,2,3,4,5,4,"Männlich","45-54","Ich miete",9,8,0,0,50,"Zufrieden"
10420,"1",5,1,3,4,5,4,"Männlich","35-44","Ich miete",10,7,0,0,40,"Zufrieden"
10421,"1",5,2,4,4,4,3,"Männlich","25-34","Ich besitze",7,7,0,1,30,"Zufrieden"
10422,"0",4,1,3,3,3,1,"Männlich","25-34","Ich miete",1,3,0,0,30,"Unzufrieden"
10423,"1",5,3,3,3,4,4,"Weiblich","25-34","Ich miete",7,8,1,0,30,"Zufrieden"
10424,"0",2,1,3,5,4,3,"Weiblich","25-34","Ich miete",4,7,1,0,30,"Unzufrieden"
10425,"1",5,5,5,5,5,4,"Männlich","75+","Ich miete",10,10,0,0,80,"Zufrieden"
10427,"1",5,2,4,3,3,5,"Weiblich","45-54","Ich besitze",8,8,1,1,50,"Zufrieden"
10428,"1",5,2,4,3,4,4,"Weiblich","25-34","Ich besitze",8,9,1,1,30,"Zufrieden"
10429,"1",4,2,3,4,5,3,"Weiblich","18-24","Ich miete",9,9,1,0,20,"Zufrieden"
10430,"1",3,1,4,4,4,4,"Weiblich","65-74","Ich miete",8,7,1,0,70,"Zufrieden"
10432,"1",4,3,3,4,4,4,"Weiblich","65-74","Ich besitze",8,9,1,1,70,"Zufrieden"
10433,"1",5,1,5,3,3,3,"Weiblich","35-44","Ich miete",6,8,1,0,40,"Zufrieden"
10434,"1",4,1,4,1,2,4,"Männlich","45-54","Ich miete",9,5,0,0,50,"Zufrieden"
10435,"1",5,2,5,5,3,5,"Weiblich","55-64","Ich besitze",10,9,1,1,60,"Zufrieden"
10436,"0",4,1,2,5,3,4,"Männlich","45-54",,10,9,0,0,50,"Unzufrieden"
10437,"0",1,1,5,4,1,3,"Weiblich","35-44","Ich besitze",1,8,1,1,40,"Unzufrieden"
10438,"0",3,3,3,2,4,3,"Weiblich","35-44","Ich besitze",2,10,1,1,40,"Unzufrieden"
10439,"1",4,1,4,5,4,4,"Weiblich","25-34","Ich miete",6,7,1,0,30,"Zufrieden"
10440,"0",4,1,3,3,1,2,"Männlich","35-44","Ich miete",3,4,0,0,40,"Unzufrieden"
10441,"0",1,1,3,2,2,4,,"25-34","Ich miete",2,9,1,0,30,"Unzufrieden"
10442,"0",2,1,2,3,2,1,"Weiblich","25-34","Ich miete",3,1,1,0,30,"Unzufrieden"
10443,"0",3,2,1,3,4,3,"Weiblich","35-44","Ich besitze",6,9,1,1,40,"Unzufrieden"
10444,"0",1,1,5,1,5,1,"Männlich","55-64","Ich miete",10,8,0,0,60,"Unzufrieden"
10445,"1",4,1,3,4,3,5,"Weiblich","25-34","Ich miete",8,9,1,0,30,"Zufrieden"
10446,"1",5,3,5,5,2,3,"Weiblich","75+","Ich besitze",1,8,1,1,80,"Zufrieden"
10447,"0",5,1,3,3,2,4,"Weiblich","25-34","Ich miete",3,3,1,0,30,"Unzufrieden"
10448,"1",5,4,4,4,2,3,"Weiblich","25-34","Ich besitze",4,10,1,1,30,"Zufrieden"
10449,"0",4,1,4,4,4,4,"Weiblich","35-44","Ich besitze",6,10,1,1,40,"Unzufrieden"
10450,"1",5,1,3,5,4,4,"Männlich",,"Ich besitze",3,8,0,1,40,"Zufrieden"
10451,"1",5,4,3,1,4,4,"Männlich","25-34","Ich miete",9,9,0,0,30,"Zufrieden"
10452,"1",4,3,3,4,1,3,"Männlich","25-34","Ich miete",7,6,0,0,30,"Zufrieden"
10453,"1",5,3,5,5,4,4,"Weiblich","65-74","Ich besitze",8,9,1,1,70,"Zufrieden"
10454,"1",4,1,3,2,1,4,"Männlich","45-54","Ich besitze",9,5,0,1,50,"Zufrieden"
10455,"1",4,1,4,3,4,3,"Weiblich","35-44","Ich miete",7,5,1,0,40,"Zufrieden"
10456,"0",5,1,3,5,3,3,"Weiblich","35-44","Ich miete",6,6,1,0,40,"Unzufrieden"
10457,"0",5,2,3,4,4,5,"Männlich","35-44","Ich miete",3,4,0,0,40,"Unzufrieden"
10458,"1",3,2,4,5,3,4,"Weiblich","25-34","Ich miete",8,7,1,0,30,"Zufrieden"
10459,"0",4,4,3,4,3,4,"Männlich","45-54","Ich besitze",9,9,0,1,50,"Unzufrieden"
10460,"1",4,1,3,4,3,5,"Männlich","35-44","Ich miete",8,4,0,0,40,"Zufrieden"
10461,"1",4,1,3,5,5,4,"Männlich","65-74","Ich miete",4,7,0,0,70,"Zufrieden"
10462,"0",4,1,3,2,1,4,"Nonbinary","18-24","Ich miete",9,3,1,0,20,"Unzufrieden"
10464,"0",1,1,1,2,1,1,"Weiblich","55-64","Ich miete",1,2,1,0,60,"Unzufrieden"
10466,"0",3,1,3,2,1,3,"Weiblich","18-24","Ich miete",6,5,1,0,20,"Unzufrieden"
10467,"1",4,3,3,3,2,4,"Männlich","45-54","Ich besitze",8,7,0,1,50,"Zufrieden"
10468,"1",4,2,3,5,1,5,"Weiblich","55-64","Ich besitze",3,6,1,1,60,"Zufrieden"
10469,"1",4,3,3,4,3,4,"Weiblich","65-74","Ich besitze",7,8,1,1,70,"Zufrieden"
10470,"1",4,4,3,5,4,5,"Weiblich","75+","Ich besitze",8,10,1,1,80,"Zufrieden"
10471,"1",5,3,3,5,3,4,"Männlich","55-64","Ich besitze",4,10,0,1,60,"Zufrieden"
10472,"0",3,3,2,4,3,4,"Weiblich","35-44","Ich besitze",7,10,1,1,40,"Unzufrieden"
10473,"1",5,2,4,3,3,4,"Weiblich","45-54","Ich besitze",6,10,1,1,50,"Zufrieden"
10475,"0",4,4,3,3,3,4,"Männlich","65-74","Ich besitze",6,8,0,1,70,"Unzufrieden"
10476,"1",5,3,3,3,2,5,"Weiblich","25-34","Ich miete",7,10,1,0,30,"Zufrieden"
10477,"1",4,3,4,1,5,4,"Weiblich",,"Ich besitze",8,10,1,1,40,"Zufrieden"
10478,"0",3,2,3,3,3,3,"Männlich","65-74","Ich miete",6,5,0,0,70,"Unzufrieden"
10479,"0",4,1,4,5,2,3,"Männlich","25-34","Ich miete",8,8,0,0,30,"Unzufrieden"
10480,"1",4,3,4,4,3,2,"Weiblich","25-34","Ich besitze",8,10,1,1,30,"Zufrieden"
10481,"1",5,1,3,3,3,4,"Weiblich","35-44","Ich miete",7,7,1,0,40,"Zufrieden"
10482,"1",5,2,5,5,4,2,"Männlich","25-34",,7,9,0,0,30,"Zufrieden"
10483,"1",3,3,4,4,3,4,"Weiblich","55-64","Ich miete",8,7,1,0,60,"Zufrieden"
10484,"0",5,1,4,2,3,4,"Männlich","35-44","Ich miete",9,3,0,0,40,"Unzufrieden"
10485,"1",4,2,4,4,4,4,"Männlich","55-64","Ich besitze",9,9,0,1,60,"Zufrieden"
10486,"1",5,2,4,4,3,3,"Männlich","65-74","Ich besitze",7,8,0,1,70,"Zufrieden"
10487,"1",4,1,3,3,4,4,"Männlich","25-34","Ich miete",6,8,0,0,30,"Zufrieden"
10488,"1",5,4,4,5,3,5,"Weiblich","55-64","Ich miete",8,10,1,0,60,"Zufrieden"
10489,"1",4,1,5,2,5,5,"Weiblich","25-34","Ich miete",10,7,1,0,30,"Zufrieden"
10490,"1",5,3,3,3,3,4,"Weiblich","25-34","Ich miete",6,9,1,0,30,"Zufrieden"
10491,"0",4,1,3,3,2,2,"Weiblich","35-44","Ich besitze",6,7,1,1,40,"Unzufrieden"
10492,"1",5,5,5,5,3,3,"Weiblich","65-74","Ich miete",2,9,1,0,70,"Zufrieden"
10494,"0",3,1,3,5,1,3,"Weiblich","25-34","Ich miete",3,2,1,0,30,"Unzufrieden"
10495,"1",5,5,5,5,5,5,"Weiblich","25-34","Ich besitze",8,9,1,1,30,"Zufrieden"
10496,"1",4,4,3,4,4,4,"Männlich","18-24","Ich miete",9,8,0,0,20,"Zufrieden"
10497,"0",3,2,1,4,3,3,"Männlich","55-64","Ich besitze",8,8,0,1,60,"Unzufrieden"
10499,"0",1,1,2,3,1,1,"Weiblich","25-34","Ich miete",4,4,1,0,30,"Unzufrieden"
10500,"1",4,3,3,3,4,5,"Weiblich","75+",,8,8,1,0,80,"Zufrieden"
10501,"1",4,2,4,2,3,5,"Weiblich","45-54","Ich besitze",8,10,1,1,50,"Zufrieden"
10502,"1",5,1,3,3,2,4,"Weiblich","45-54","Ich besitze",4,7,1,1,50,"Zufrieden"
10503,"1",5,1,4,3,3,5,"Weiblich","65-74","Ich miete",7,8,1,0,70,"Zufrieden"
10504,"1",4,2,3,3,4,4,"Männlich","65-74",,8,3,0,0,70,"Zufrieden"
10505,"1",5,1,5,5,5,5,"Weiblich","55-64","Ich miete",1,7,1,0,60,"Zufrieden"
10506,"0",3,1,2,1,2,3,"Weiblich","25-34","Ich miete",4,2,1,0,30,"Unzufrieden"
